Entity,Code,Year,"Average effective age of retirement, men (OECD)"
Spain,ESP,2010,62.3
Spain,ESP,2011,62.3
Spain,ESP,2012,62.3
Spain,ESP,2013,62.2
Spain,ESP,2014,62.2
Spain,ESP,2015,62.2
Spain,ESP,2016,62.2
Spain,ESP,2017,62.2
Spain,ESP,2018,62.1
Sweden,SWE,1970,67.9
Sweden,SWE,1971,67.1
Sweden,SWE,1972,66.8
Sweden,SWE,1973,66.8
Sweden,SWE,1974,66.6
Sweden,SWE,1975,66.1
Sweden,SWE,1976,66.2
Sweden,SWE,1977,66.2
Sweden,SWE,1978,65.7
Sweden,SWE,1979,65.8
Sweden,SWE,1980,65.3
Sweden,SWE,1981,64.2
Sweden,SWE,1982,63.9
Sweden,SWE,1983,64.5
Sweden,SWE,1984,64
Sweden,SWE,1985,64.2
Sweden,SWE,1986,64.6
Sweden,SWE,1987,64.4
Sweden,SWE,1988,63.4
Sweden,SWE,1989,63.7
Sweden,SWE,1990,64.3
Sweden,SWE,1991,64
Sweden,SWE,1992,63.6
Sweden,SWE,1993,63.9
Sweden,SWE,1994,63.4
Sweden,SWE,1995,62.8
Sweden,SWE,1996,63.8
Sweden,SWE,1997,63.7
Sweden,SWE,1998,64
Sweden,SWE,1999,64.5
Sweden,SWE,2000,63.7
Sweden,SWE,2001,63.5
Sweden,SWE,2002,63.6
Sweden,SWE,2003,64
Sweden,SWE,2004,63.6
Sweden,SWE,2005,65.1
Sweden,SWE,2006,64.6
Sweden,SWE,2007,65.5
Sweden,SWE,2008,65.8
Sweden,SWE,2009,66.1
Sweden,SWE,2010,65.4
Sweden,SWE,2011,66.1
Sweden,SWE,2012,66.1
Sweden,SWE,2013,65.9
Sweden,SWE,2014,65.2
Sweden,SWE,2015,65.7
Sweden,SWE,2016,65.8
Sweden,SWE,2017,66
Sweden,SWE,2018,66.4
Switzerland,CHE,1970,71.9
Switzerland,CHE,1971,71.6
Switzerland,CHE,1972,71.3
Switzerland,CHE,1973,71.1
Switzerland,CHE,1974,70.9
Switzerland,CHE,1975,70.6
Switzerland,CHE,1976,70.4
Switzerland,CHE,1977,70.1
Switzerland,CHE,1978,69.9
Switzerland,CHE,1979,69.6
Switzerland,CHE,1980,69.4
Switzerland,CHE,1981,69.1
Switzerland,CHE,1982,68.8
Switzerland,CHE,1983,68.5
Switzerland,CHE,1984,68.2
Switzerland,CHE,1985,67.9
Switzerland,CHE,1986,67.8
Switzerland,CHE,1987,67.6
Switzerland,CHE,1988,67.5
Switzerland,CHE,1989,67.4
Switzerland,CHE,1990,67.3
Switzerland,CHE,1991,67.2
Switzerland,CHE,1992,67.1
Switzerland,CHE,1993,66.8
Switzerland,CHE,1994,66.4
Switzerland,CHE,1995,66.7
Switzerland,CHE,1996,66.9
Switzerland,CHE,1997,65.9
Switzerland,CHE,1998,66.3
Switzerland,CHE,1999,65.9
Switzerland,CHE,2000,65.6
Switzerland,CHE,2001,65.6
Switzerland,CHE,2002,66.4
Switzerland,CHE,2003,64.3
Switzerland,CHE,2004,65.7
Switzerland,CHE,2005,65
Switzerland,CHE,2006,64.5
Switzerland,CHE,2007,64.8
Switzerland,CHE,2008,66.5
Switzerland,CHE,2009,65.5
Switzerland,CHE,2010,65.1
Switzerland,CHE,2011,65.7
Switzerland,CHE,2012,66.1
Switzerland,CHE,2013,65.8
Switzerland,CHE,2014,65.9
Switzerland,CHE,2015,65.7
Switzerland,CHE,2016,66
Switzerland,CHE,2017,65.7
Switzerland,CHE,2018,66.4
Turkey,TUR,1970,68.6
Turkey,TUR,1971,68.7
Turkey,TUR,1972,68.8
Turkey,TUR,1973,69
Turkey,TUR,1974,69.1
Turkey,TUR,1975,69.2
Turkey,TUR,1976,69
Turkey,TUR,1977,68.8
Turkey,TUR,1978,68.6
Turkey,TUR,1979,68.5
Turkey,TUR,1980,68.3
Turkey,TUR,1981,67.4
Turkey,TUR,1982,66.5
Turkey,TUR,1983,65.5
Turkey,TUR,1984,64.4
Turkey,TUR,1985,63.2
Turkey,TUR,1986,63.2
Turkey,TUR,1987,63.2
Turkey,TUR,1988,63.3
Turkey,TUR,1989,63.3
Turkey,TUR,1990,63.8
Turkey,TUR,1991,64.8
Turkey,TUR,1992,64.5
Turkey,TUR,1993,65.1
Turkey,TUR,1994,64.8
Turkey,TUR,1995,63.6
Turkey,TUR,1996,61.7
Turkey,TUR,1997,63.5
Turkey,TUR,1998,60.1
Turkey,TUR,1999,61.3
Turkey,TUR,2000,61.6
Turkey,TUR,2001,61.7
Turkey,TUR,2002,61.6
Turkey,TUR,2003,63.2
Turkey,TUR,2004,63.4
Turkey,TUR,2005,63.9
Turkey,TUR,2006,64.2
Turkey,TUR,2007,63
Turkey,TUR,2008,62.6
Turkey,TUR,2009,63
Turkey,TUR,2010,63.3
Turkey,TUR,2011,63.2
Turkey,TUR,2012,63.1
Turkey,TUR,2013,64
Turkey,TUR,2014,65.2
Turkey,TUR,2015,65.1
Turkey,TUR,2016,66.1
Turkey,TUR,2017,66.5
Turkey,TUR,2018,66.3
United Kingdom,GBR,1970,67.7
United Kingdom,GBR,1971,67.8
United Kingdom,GBR,1972,67.8
United Kingdom,GBR,1973,67.6
United Kingdom,GBR,1974,66.8
United Kingdom,GBR,1975,67.4
United Kingdom,GBR,1976,66.8
United Kingdom,GBR,1977,66.5
United Kingdom,GBR,1978,66.1
United Kingdom,GBR,1979,66.3
United Kingdom,GBR,1980,66
United Kingdom,GBR,1981,65.2
United Kingdom,GBR,1982,64.4
United Kingdom,GBR,1983,63.9
United Kingdom,GBR,1984,63.2
United Kingdom,GBR,1985,62.8
United Kingdom,GBR,1986,63.1
United Kingdom,GBR,1987,62.7
United Kingdom,GBR,1988,62.5
United Kingdom,GBR,1989,62.7
United Kingdom,GBR,1990,62.8
United Kingdom,GBR,1991,62.7
United Kingdom,GBR,1992,62.5
United Kingdom,GBR,1993,62.5
United Kingdom,GBR,1994,62.5
United Kingdom,GBR,1995,62
United Kingdom,GBR,1996,62
United Kingdom,GBR,1997,62.3
United Kingdom,GBR,1998,61.7
United Kingdom,GBR,1999,62.4
United Kingdom,GBR,2000,62.5
United Kingdom,GBR,2001,62.6
United Kingdom,GBR,2002,63.1
United Kingdom,GBR,2003,63.6
United Kingdom,GBR,2004,63
United Kingdom,GBR,2005,63.1
United Kingdom,GBR,2006,63.7
United Kingdom,GBR,2007,63.4
United Kingdom,GBR,2008,63.7
United Kingdom,GBR,2009,64.4
United Kingdom,GBR,2010,64.1
United Kingdom,GBR,2011,63.6
United Kingdom,GBR,2012,63.7
United Kingdom,GBR,2013,64.3
United Kingdom,GBR,2014,63.7
United Kingdom,GBR,2015,64.1
United Kingdom,GBR,2016,64.6
United Kingdom,GBR,2017,64.5
United Kingdom,GBR,2018,64.7
United States,USA,1970,68.4
United States,USA,1971,67.8
United States,USA,1972,67.2
United States,USA,1973,67.1
United States,USA,1974,67.1
United States,USA,1975,66.8
United States,USA,1976,66.5
United States,USA,1977,66.4
United States,USA,1978,66.1
United States,USA,1979,66.5
United States,USA,1980,66.4
United States,USA,1981,66.1
United States,USA,1982,66.1
United States,USA,1983,66.2
United States,USA,1984,65.9
United States,USA,1985,65.9
United States,USA,1986,65.8
United States,USA,1987,65.5
United States,USA,1988,65.3
United States,USA,1989,64.9
United States,USA,1990,64.7
United States,USA,1991,64.6
United States,USA,1992,64.8
United States,USA,1993,64.8
United States,USA,1994,64
United States,USA,1995,64.3
United States,USA,1996,64.5
United States,USA,1997,64.9
United States,USA,1998,64.9
United States,USA,1999,65.2
United States,USA,2000,64.8
United States,USA,2001,64.7
United States,USA,2002,65.1
United States,USA,2003,64.2
United States,USA,2004,64.3
United States,USA,2005,64.6
United States,USA,2006,64.8
United States,USA,2007,64.6
United States,USA,2008,65.4
United States,USA,2009,65.6
United States,USA,2010,65.6
United States,USA,2011,65.3
United States,USA,2012,65
United States,USA,2013,65.3
United States,USA,2014,65.9
United States,USA,2015,66.1
United States,USA,2016,66.8
United States,USA,2017,67.6
United States,USA,2018,67.9
